game_pk,date,away_mlb,home_mlb,away_bdl,home_bdl,matchup
287328,2011-05-03,CHC,LAD,CHC,LAD,CHC @ LAD
287329,2011-05-03,CLE,OAK,CLE,OAK,CLE @ OAK
287330,2011-05-03,COL,AZ,COL,ARI,COL @ ARI
287332,2011-05-03,HOU,CIN,HOU,CIN,HOU @ CIN
287326,2011-05-03,LAA,BOS,LAA,BOS,LAA @ BOS
287331,2011-05-03,FLA,STL,MIA,STL,MIA @ STL
287334,2011-05-03,MIN,CWS,MIN,CHW,MIN @ CHW
287335,2011-05-03,NYY,DET,NYY,DET,NYY @ DET
287336,2011-05-03,PIT,SD,PIT,SD,PIT @ SD
287337,2011-05-03,SF,NYM,SF,NYM,SF @ NYM
287338,2011-05-03,TEX,SEA,TEX,SEA,TEX @ SEA
287339,2011-05-03,TOR,TB,TOR,TB,TOR @ TB
287340,2011-05-03,WSH,PHI,WSH,PHI,WSH @ PHI
287342,2011-05-04,BAL,KC,BAL,KC,BAL @ KC
287343,2011-05-04,CHC,LAD,CHC,LAD,CHC @ LAD
287344,2011-05-04,CLE,OAK,CLE,OAK,CLE @ OAK
287345,2011-05-04,COL,AZ,COL,ARI,COL @ ARI
287347,2011-05-04,HOU,CIN,HOU,CIN,HOU @ CIN
287341,2011-05-04,LAA,BOS,LAA,BOS,LAA @ BOS
287346,2011-05-04,FLA,STL,MIA,STL,MIA @ STL
287348,2011-05-04,MIL,ATL,MIL,ATL,MIL @ ATL
287349,2011-05-04,MIN,CWS,MIN,CHW,MIN @ CHW
287350,2011-05-04,NYY,DET,NYY,DET,NYY @ DET
287351,2011-05-04,PIT,SD,PIT,SD,PIT @ SD
287352,2011-05-04,SF,NYM,SF,NYM,SF @ NYM
287353,2011-05-04,TEX,SEA,TEX,SEA,TEX @ SEA
287354,2011-05-04,TOR,TB,TOR,TB,TOR @ TB
287355,2011-05-04,WSH,PHI,WSH,PHI,WSH @ PHI
287357,2011-05-05,BAL,KC,BAL,KC,BAL @ KC
287358,2011-05-05,CLE,OAK,CLE,OAK,CLE @ OAK
287359,2011-05-05,COL,AZ,COL,ARI,COL @ ARI
287320,2011-05-05,HOU,CIN,HOU,CIN,HOU @ CIN
287356,2011-05-05,LAA,BOS,LAA,BOS,LAA @ BOS
287360,2011-05-05,FLA,STL,MIA,STL,MIA @ STL
287361,2011-05-05,MIL,ATL,MIL,ATL,MIL @ ATL
287362,2011-05-05,NYY,DET,NYY,DET,NYY @ DET
287363,2011-05-05,SF,NYM,SF,NYM,SF @ NYM
287364,2011-05-05,TEX,SEA,TEX,SEA,TEX @ SEA
287365,2011-05-05,TOR,TB,TOR,TB,TOR @ TB
287366,2011-05-05,WSH,PHI,WSH,PHI,WSH @ PHI
287367,2011-05-06,AZ,SD,ARI,SD,ARI @ SD
287368,2011-05-06,ATL,PHI,ATL,PHI,ATL @ PHI
287369,2011-05-06,CWS,SEA,CHW,SEA,CHW @ SEA
287370,2011-05-06,CIN,CHC,CIN,CHC,CIN @ CHC
287371,2011-05-06,CLE,LAA,CLE,LAA,CLE @ LAA
287372,2011-05-06,COL,SF,COL,SF,COL @ SF
287373,2011-05-06,DET,TOR,DET,TOR,DET @ TOR
287374,2011-05-06,HOU,PIT,HOU,PIT,HOU @ PIT
287375,2011-05-06,LAD,NYM,LAD,NYM,LAD @ NYM
287376,2011-05-06,MIL,STL,MIL,STL,MIL @ STL
287377,2011-05-06,MIN,BOS,MIN,BOS,MIN @ BOS
287378,2011-05-06,NYY,TEX,NYY,TEX,NYY @ TEX
287379,2011-05-06,OAK,KC,OAK,KC,OAK @ KC
287380,2011-05-06,TB,BAL,TB,BAL,TB @ BAL
287381,2011-05-06,WSH,FLA,WSH,MIA,WSH @ MIA
287382,2011-05-07,AZ,SD,ARI,SD,ARI @ SD
287383,2011-05-07,ATL,PHI,ATL,PHI,ATL @ PHI
287384,2011-05-07,CWS,SEA,CHW,SEA,CHW @ SEA
287385,2011-05-07,CIN,CHC,CIN,CHC,CIN @ CHC
287386,2011-05-07,CLE,LAA,CLE,LAA,CLE @ LAA
287387,2011-05-07,COL,SF,COL,SF,COL @ SF
287388,2011-05-07,DET,TOR,DET,TOR,DET @ TOR
287389,2011-05-07,HOU,PIT,HOU,PIT,HOU @ PIT
287390,2011-05-07,LAD,NYM,LAD,NYM,LAD @ NYM
287391,2011-05-07,MIL,STL,MIL,STL,MIL @ STL
287392,2011-05-07,MIN,BOS,MIN,BOS,MIN @ BOS
287393,2011-05-07,NYY,TEX,NYY,TEX,NYY @ TEX
287394,2011-05-07,OAK,KC,OAK,KC,OAK @ KC
287395,2011-05-07,TB,BAL,TB,BAL,TB @ BAL
287396,2011-05-07,WSH,FLA,WSH,MIA,WSH @ MIA
287397,2011-05-08,AZ,SD,ARI,SD,ARI @ SD
287398,2011-05-08,ATL,PHI,ATL,PHI,ATL @ PHI
287399,2011-05-08,CWS,SEA,CHW,SEA,CHW @ SEA
287400,2011-05-08,CIN,CHC,CIN,CHC,CIN @ CHC
287401,2011-05-08,CLE,LAA,CLE,LAA,CLE @ LAA
287402,2011-05-08,COL,SF,COL,SF,COL @ SF
287403,2011-05-08,DET,TOR,DET,TOR,DET @ TOR
287404,2011-05-08,HOU,PIT,HOU,PIT,HOU @ PIT
287405,2011-05-08,LAD,NYM,LAD,NYM,LAD @ NYM
287406,2011-05-08,MIL,STL,MIL,STL,MIL @ STL
287407,2011-05-08,MIN,BOS,MIN,BOS,MIN @ BOS
287408,2011-05-08,NYY,TEX,NYY,TEX,NYY @ TEX
287409,2011-05-08,OAK,KC,OAK,KC,OAK @ KC
287410,2011-05-08,TB,BAL,TB,BAL,TB @ BAL
287411,2011-05-08,WSH,FLA,WSH,MIA,WSH @ MIA
287412,2011-05-09,CWS,LAA,CHW,LAA,CHW @ LAA
287413,2011-05-09,CIN,HOU,CIN,HOU,CIN @ HOU
287414,2011-05-09,DET,TOR,DET,TOR,DET @ TOR
287415,2011-05-09,LAD,PIT,LAD,PIT,LAD @ PIT
287416,2011-05-09,MIN,BOS,MIN,BOS,MIN @ BOS
287417,2011-05-09,NYM,COL,NYM,COL,NYM @ COL
287418,2011-05-09,OAK,TEX,OAK,TEX,OAK @ TEX
287419,2011-05-09,PHI,FLA,PHI,MIA,PHI @ MIA
287420,2011-05-09,SD,MIL,SD,MIL,SD @ MIL
287421,2011-05-10,AZ,SF,ARI,SF,ARI @ SF
287422,2011-05-10,BOS,TOR,BOS,TOR,BOS @ TOR
287423,2011-05-10,CWS,LAA,CHW,LAA,CHW @ LAA
287424,2011-05-10,CIN,HOU,CIN,HOU,CIN @ HOU
287425,2011-05-10,DET,MIN,DET,MIN,DET @ MIN
287426,2011-05-10,KC,NYY,KC,NYY,KC @ NYY
287427,2011-05-10,LAD,PIT,LAD,PIT,LAD @ PIT
287428,2011-05-10,NYM,COL,NYM,COL,NYM @ COL
287429,2011-05-10,OAK,TEX,OAK,TEX,OAK @ TEX
287430,2011-05-10,PHI,FLA,PHI,MIA,PHI @ MIA
287431,2011-05-10,SD,MIL,SD,MIL,SD @ MIL
287432,2011-05-10,SEA,BAL,SEA,BAL,SEA @ BAL
287433,2011-05-10,STL,CHC,STL,CHC,STL @ CHC
287434,2011-05-10,TB,CLE,TB,CLE,TB @ CLE
287435,2011-05-10,WSH,ATL,WSH,ATL,WSH @ ATL
287436,2011-05-11,AZ,SF,ARI,SF,ARI @ SF
287437,2011-05-11,BOS,TOR,BOS,TOR,BOS @ TOR
287438,2011-05-11,CWS,LAA,CHW,LAA,CHW @ LAA
287439,2011-05-11,CIN,HOU,CIN,HOU,CIN @ HOU
287440,2011-05-11,DET,MIN,DET,MIN,DET @ MIN
287441,2011-05-11,KC,NYY,KC,NYY,KC @ NYY
287442,2011-05-11,LAD,PIT,LAD,PIT,LAD @ PIT
287445,2011-05-11,PHI,FLA,PHI,MIA,PHI @ MIA
287446,2011-05-11,SD,MIL,SD,MIL,SD @ MIL
287447,2011-05-11,SEA,BAL,SEA,BAL,SEA @ BAL
287448,2011-05-11,STL,CHC,STL,CHC,STL @ CHC
287449,2011-05-11,TB,CLE,TB,CLE,TB @ CLE
287450,2011-05-11,WSH,ATL,WSH,ATL,WSH @ ATL
287451,2011-05-12,AZ,SF,ARI,SF,ARI @ SF
287452,2011-05-12,KC,NYY,KC,NYY,KC @ NYY
287443,2011-05-12,NYM,COL,NYM,COL,NYM @ COL
287454,2011-05-12,SEA,BAL,SEA,BAL,SEA @ BAL
287455,2011-05-12,STL,CHC,STL,CHC,STL @ CHC
287456,2011-05-12,TB,CLE,TB,CLE,TB @ CLE
287457,2011-05-12,WSH,ATL,WSH,ATL,WSH @ ATL
287459,2011-05-13,AZ,LAD,ARI,LAD,ARI @ LAD
287460,2011-05-13,BAL,TB,BAL,TB,BAL @ TB
287461,2011-05-13,BOS,NYY,BOS,NYY,BOS @ NYY
287462,2011-05-13,CWS,OAK,CHW,OAK,CHW @ OAK
287464,2011-05-13,KC,DET,KC,DET,KC @ DET
287458,2011-05-13,LAA,TEX,LAA,TEX,LAA @ TEX
287463,2011-05-13,FLA,WSH,MIA,WSH,MIA @ WSH
287465,2011-05-13,NYM,HOU,NYM,HOU,NYM @ HOU
287466,2011-05-13,PHI,ATL,PHI,ATL,PHI @ ATL
287467,2011-05-13,PIT,MIL,PIT,MIL,PIT @ MIL
287468,2011-05-13,SD,COL,SD,COL,SD @ COL
287469,2011-05-13,SEA,CLE,SEA,CLE,SEA @ CLE
287470,2011-05-13,SF,CHC,SF,CHC,SF @ CHC
287471,2011-05-13,STL,CIN,STL,CIN,STL @ CIN
287472,2011-05-13,TOR,MIN,TOR,MIN,TOR @ MIN
287474,2011-05-14,AZ,LAD,ARI,LAD,ARI @ LAD
287475,2011-05-14,BAL,TB,BAL,TB,BAL @ TB
287476,2011-05-14,BOS,NYY,BOS,NYY,BOS @ NYY
287477,2011-05-14,CWS,OAK,CHW,OAK,CHW @ OAK
287479,2011-05-14,KC,DET,KC,DET,KC @ DET
287473,2011-05-14,LAA,TEX,LAA,TEX,LAA @ TEX
287478,2011-05-14,FLA,WSH,MIA,WSH,MIA @ WSH
287480,2011-05-14,NYM,HOU,NYM,HOU,NYM @ HOU
287481,2011-05-14,PHI,ATL,PHI,ATL,PHI @ ATL
287482,2011-05-14,PIT,MIL,PIT,MIL,PIT @ MIL
287483,2011-05-14,SD,COL,SD,COL,SD @ COL
287485,2011-05-14,SF,CHC,SF,CHC,SF @ CHC
287486,2011-05-14,STL,CIN,STL,CIN,STL @ CIN
287487,2011-05-14,TOR,MIN,TOR,MIN,TOR @ MIN
287489,2011-05-15,AZ,LAD,ARI,LAD,ARI @ LAD
287490,2011-05-15,BAL,TB,BAL,TB,BAL @ TB
287491,2011-05-15,BOS,NYY,BOS,NYY,BOS @ NYY
287492,2011-05-15,CWS,OAK,CHW,OAK,CHW @ OAK
287488,2011-05-15,LAA,TEX,LAA,TEX,LAA @ TEX
287493,2011-05-15,FLA,WSH,MIA,WSH,MIA @ WSH
287495,2011-05-15,NYM,HOU,NYM,HOU,NYM @ HOU
287496,2011-05-15,PHI,ATL,PHI,ATL,PHI @ ATL
287497,2011-05-15,PIT,MIL,PIT,MIL,PIT @ MIL
287498,2011-05-15,SD,COL,SD,COL,SD @ COL
287501,2011-05-15,STL,CIN,STL,CIN,STL @ CIN
287502,2011-05-15,TOR,MIN,TOR,MIN,TOR @ MIN
287504,2011-05-16,BAL,BOS,BAL,BOS,BAL @ BOS
287505,2011-05-16,CHC,CIN,CHC,CIN,CHC @ CIN
287506,2011-05-16,CLE,KC,CLE,KC,CLE @ KC
287508,2011-05-16,HOU,ATL,HOU,ATL,HOU @ ATL
287503,2011-05-16,LAA,OAK,LAA,OAK,LAA @ OAK
287507,2011-05-16,FLA,NYM,MIA,NYM,MIA @ NYM
287509,2011-05-16,MIL,LAD,MIL,LAD,MIL @ LAD
287510,2011-05-16,MIN,SEA,MIN,SEA,MIN @ SEA
287511,2011-05-16,NYY,TB,NYY,TB,NYY @ TB
287512,2011-05-16,PHI,STL,PHI,STL,PHI @ STL
287513,2011-05-16,PIT,WSH,PIT,WSH,PIT @ WSH
287514,2011-05-16,SD,AZ,SD,ARI,SD @ ARI
287515,2011-05-16,SF,COL,SF,COL,SF @ COL
287516,2011-05-16,TEX,CWS,TEX,CHW,TEX @ CHW
287517,2011-05-16,TOR,DET,TOR,DET,TOR @ DET
287520,2011-05-17,CHC,CIN,CHC,CIN,CHC @ CIN
287521,2011-05-17,CLE,KC,CLE,KC,CLE @ KC
287523,2011-05-17,HOU,ATL,HOU,ATL,HOU @ ATL
287518,2011-05-17,LAA,OAK,LAA,OAK,LAA @ OAK
287524,2011-05-17,MIL,LAD,MIL,LAD,MIL @ LAD
287525,2011-05-17,MIN,SEA,MIN,SEA,MIN @ SEA
287526,2011-05-17,NYY,TB,NYY,TB,NYY @ TB
287527,2011-05-17,PHI,STL,PHI,STL,PHI @ STL
287529,2011-05-17,SD,AZ,SD,ARI,SD @ ARI
287530,2011-05-17,SF,COL,SF,COL,SF @ COL
287531,2011-05-17,TEX,CWS,TEX,CHW,TEX @ CHW
287534,2011-05-18,ATL,AZ,ATL,ARI,ATL @ ARI
287535,2011-05-18,CHC,FLA,CHC,MIA,CHC @ MIA
287536,2011-05-18,CLE,CWS,CLE,CHW,CLE @ CHW
287537,2011-05-18,COL,PHI,COL,PHI,COL @ PHI
287538,2011-05-18,DET,BOS,DET,BOS,DET @ BOS
287539,2011-05-18,HOU,STL,HOU,STL,HOU @ STL
287533,2011-05-18,LAA,SEA,LAA,SEA,LAA @ SEA
287540,2011-05-18,MIL,SD,MIL,SD,MIL @ SD
287541,2011-05-18,MIN,OAK,MIN,OAK,MIN @ OAK
287542,2011-05-18,NYY,BAL,NYY,BAL,NYY @ BAL
287543,2011-05-18,PIT,CIN,PIT,CIN,PIT @ CIN
287544,2011-05-18,SF,LAD,SF,LAD,SF @ LAD
287545,2011-05-18,TB,TOR,TB,TOR,TB @ TOR
287546,2011-05-18,TEX,KC,TEX,KC,TEX @ KC
287547,2011-05-18,WSH,NYM,WSH,NYM,WSH @ NYM
287549,2011-05-19,ATL,AZ,ATL,ARI,ATL @ ARI
287550,2011-05-19,CHC,FLA,CHC,MIA,CHC @ MIA
287551,2011-05-19,CLE,CWS,CLE,CHW,CLE @ CHW
287552,2011-05-19,COL,PHI,COL,PHI,COL @ PHI
287553,2011-05-19,DET,BOS,DET,BOS,DET @ BOS
287554,2011-05-19,HOU,STL,HOU,STL,HOU @ STL
287548,2011-05-19,LAA,SEA,LAA,SEA,LAA @ SEA
287555,2011-05-19,MIL,SD,MIL,SD,MIL @ SD
287556,2011-05-19,MIN,OAK,MIN,OAK,MIN @ OAK
287557,2011-05-19,NYY,BAL,NYY,BAL,NYY @ BAL
287558,2011-05-19,PIT,CIN,PIT,CIN,PIT @ CIN
287559,2011-05-19,SF,LAD,SF,LAD,SF @ LAD
287560,2011-05-19,TB,TOR,TB,TOR,TB @ TOR
287561,2011-05-19,TEX,KC,TEX,KC,TEX @ KC
287562,2011-05-19,WSH,NYM,WSH,NYM,WSH @ NYM
287563,2011-05-20,ATL,LAA,ATL,LAA,ATL @ LAA
287564,2011-05-20,CHC,BOS,CHC,BOS,CHC @ BOS
287565,2011-05-20,CIN,CLE,CIN,CLE,CIN @ CLE
287566,2011-05-20,COL,MIL,COL,MIL,COL @ MIL
287567,2011-05-20,DET,PIT,DET,PIT,DET @ PIT
287568,2011-05-20,HOU,TOR,HOU,TOR,HOU @ TOR
287569,2011-05-20,LAD,CWS,LAD,CHW,LAD @ CHW
287570,2011-05-20,MIN,AZ,MIN,ARI,MIN @ ARI
287571,2011-05-20,NYM,NYY,NYM,NYY,NYM @ NYY
287572,2011-05-20,OAK,SF,OAK,SF,OAK @ SF
287573,2011-05-20,SEA,SD,SEA,SD,SEA @ SD
287574,2011-05-20,STL,KC,STL,KC,STL @ KC
287575,2011-05-20,TB,FLA,TB,MIA,TB @ MIA
287576,2011-05-20,TEX,PHI,TEX,PHI,TEX @ PHI
287577,2011-05-20,WSH,BAL,WSH,BAL,WSH @ BAL
287578,2011-05-21,ATL,LAA,ATL,LAA,ATL @ LAA
287579,2011-05-21,CHC,BOS,CHC,BOS,CHC @ BOS
287580,2011-05-21,CIN,CLE,CIN,CLE,CIN @ CLE
287581,2011-05-21,COL,MIL,COL,MIL,COL @ MIL
287582,2011-05-21,DET,PIT,DET,PIT,DET @ PIT
287583,2011-05-21,HOU,TOR,HOU,TOR,HOU @ TOR
287584,2011-05-21,LAD,CWS,LAD,CHW,LAD @ CHW
287585,2011-05-21,MIN,AZ,MIN,ARI,MIN @ ARI
287586,2011-05-21,NYM,NYY,NYM,NYY,NYM @ NYY
287587,2011-05-21,OAK,SF,OAK,SF,OAK @ SF
287588,2011-05-21,SEA,SD,SEA,SD,SEA @ SD
287589,2011-05-21,STL,KC,STL,KC,STL @ KC
287590,2011-05-21,TB,FLA,TB,MIA,TB @ MIA
287591,2011-05-21,TEX,PHI,TEX,PHI,TEX @ PHI
287592,2011-05-21,WSH,BAL,WSH,BAL,WSH @ BAL
287593,2011-05-22,ATL,LAA,ATL,LAA,ATL @ LAA
287594,2011-05-22,CHC,BOS,CHC,BOS,CHC @ BOS
287595,2011-05-22,CIN,CLE,CIN,CLE,CIN @ CLE
287596,2011-05-22,COL,MIL,COL,MIL,COL @ MIL
287597,2011-05-22,DET,PIT,DET,PIT,DET @ PIT
287598,2011-05-22,HOU,TOR,HOU,TOR,HOU @ TOR
287599,2011-05-22,LAD,CWS,LAD,CHW,LAD @ CHW
287600,2011-05-22,MIN,AZ,MIN,ARI,MIN @ ARI
287601,2011-05-22,NYM,NYY,NYM,NYY,NYM @ NYY
287602,2011-05-22,OAK,SF,OAK,SF,OAK @ SF
287603,2011-05-22,SEA,SD,SEA,SD,SEA @ SD
287604,2011-05-22,STL,KC,STL,KC,STL @ KC
287605,2011-05-22,TB,FLA,TB,MIA,TB @ MIA
287606,2011-05-22,TEX,PHI,TEX,PHI,TEX @ PHI
287607,2011-05-22,WSH,BAL,WSH,BAL,WSH @ BAL
287608,2011-05-23,BOS,CLE,BOS,CLE,BOS @ CLE
287609,2011-05-23,CWS,TEX,CHW,TEX,CHW @ TEX
287610,2011-05-23,CIN,PHI,CIN,PHI,CIN @ PHI
287611,2011-05-23,LAD,HOU,LAD,HOU,LAD @ HOU
287612,2011-05-23,OAK,LAA,OAK,LAA,OAK @ LAA
287613,2011-05-23,SEA,MIN,SEA,MIN,SEA @ MIN
287614,2011-05-23,STL,SD,STL,SD,STL @ SD
287615,2011-05-23,TB,DET,TB,DET,TB @ DET
287616,2011-05-23,TOR,NYY,TOR,NYY,TOR @ NYY
287617,2011-05-23,WSH,MIL,WSH,MIL,WSH @ MIL
287618,2011-05-24,AZ,COL,ARI,COL,ARI @ COL
287619,2011-05-24,ATL,PIT,ATL,PIT,ATL @ PIT
287620,2011-05-24,BOS,CLE,BOS,CLE,BOS @ CLE
287621,2011-05-24,CWS,TEX,CHW,TEX,CHW @ TEX
287622,2011-05-24,CIN,PHI,CIN,PHI,CIN @ PHI
287624,2011-05-24,KC,BAL,KC,BAL,KC @ BAL
287625,2011-05-24,LAD,HOU,LAD,HOU,LAD @ HOU
287623,2011-05-24,FLA,SF,MIA,SF,MIA @ SF
287626,2011-05-24,NYM,CHC,NYM,CHC,NYM @ CHC
287627,2011-05-24,OAK,LAA,OAK,LAA,OAK @ LAA
287628,2011-05-24,SEA,MIN,SEA,MIN,SEA @ MIN
287629,2011-05-24,STL,SD,STL,SD,STL @ SD
287630,2011-05-24,TB,DET,TB,DET,TB @ DET
287631,2011-05-24,TOR,NYY,TOR,NYY,TOR @ NYY
287632,2011-05-24,WSH,MIL,WSH,MIL,WSH @ MIL
287633,2011-05-25,AZ,COL,ARI,COL,ARI @ COL
287634,2011-05-25,ATL,PIT,ATL,PIT,ATL @ PIT
287635,2011-05-25,BOS,CLE,BOS,CLE,BOS @ CLE
287636,2011-05-25,CWS,TEX,CHW,TEX,CHW @ TEX
287637,2011-05-25,CIN,PHI,CIN,PHI,CIN @ PHI
287639,2011-05-25,KC,BAL,KC,BAL,KC @ BAL
287640,2011-05-25,LAD,HOU,LAD,HOU,LAD @ HOU
287638,2011-05-25,FLA,SF,MIA,SF,MIA @ SF
287641,2011-05-25,NYM,CHC,NYM,CHC,NYM @ CHC
287642,2011-05-25,OAK,LAA,OAK,LAA,OAK @ LAA
287643,2011-05-25,SEA,MIN,SEA,MIN,SEA @ MIN
287644,2011-05-25,STL,SD,STL,SD,STL @ SD
287646,2011-05-25,TOR,NYY,TOR,NYY,TOR @ NYY
287647,2011-05-25,WSH,MIL,WSH,MIL,WSH @ MIL
287648,2011-05-26,AZ,COL,ARI,COL,ARI @ COL
287649,2011-05-26,BOS,DET,BOS,DET,BOS @ DET
287650,2011-05-26,CWS,TOR,CHW,TOR,CHW @ TOR
287651,2011-05-26,CIN,PHI,CIN,PHI,CIN @ PHI
287653,2011-05-26,KC,BAL,KC,BAL,KC @ BAL
287652,2011-05-26,FLA,SF,MIA,SF,MIA @ SF
287654,2011-05-26,NYM,CHC,NYM,CHC,NYM @ CHC
287655,2011-05-26,OAK,LAA,OAK,LAA,OAK @ LAA
287657,2011-05-27,AZ,HOU,ARI,HOU,ARI @ HOU
287658,2011-05-27,BAL,OAK,BAL,OAK,BAL @ OAK
287659,2011-05-27,BOS,DET,BOS,DET,BOS @ DET
287660,2011-05-27,CWS,TOR,CHW,TOR,CHW @ TOR
287661,2011-05-27,CIN,ATL,CIN,ATL,CIN @ ATL
287662,2011-05-27,CLE,TB,CLE,TB,CLE @ TB
287664,2011-05-27,KC,TEX,KC,TEX,KC @ TEX
287656,2011-05-27,LAA,MIN,LAA,MIN,LAA @ MIN
287663,2011-05-27,FLA,LAD,MIA,LAD,MIA @ LAD
287665,2011-05-27,NYY,SEA,NYY,SEA,NYY @ SEA
287666,2011-05-27,PHI,NYM,PHI,NYM,PHI @ NYM
287667,2011-05-27,PIT,CHC,PIT,CHC,PIT @ CHC
287668,2011-05-27,SD,WSH,SD,WSH,SD @ WSH
287669,2011-05-27,SF,MIL,SF,MIL,SF @ MIL
287670,2011-05-27,STL,COL,STL,COL,STL @ COL
287672,2011-05-28,AZ,HOU,ARI,HOU,ARI @ HOU
287673,2011-05-28,BAL,OAK,BAL,OAK,BAL @ OAK
287675,2011-05-28,CWS,TOR,CHW,TOR,CHW @ TOR
287676,2011-05-28,CIN,ATL,CIN,ATL,CIN @ ATL
287677,2011-05-28,CLE,TB,CLE,TB,CLE @ TB
287679,2011-05-28,KC,TEX,KC,TEX,KC @ TEX
287671,2011-05-28,LAA,MIN,LAA,MIN,LAA @ MIN
287678,2011-05-28,FLA,LAD,MIA,LAD,MIA @ LAD
287680,2011-05-28,NYY,SEA,NYY,SEA,NYY @ SEA
287681,2011-05-28,PHI,NYM,PHI,NYM,PHI @ NYM
287682,2011-05-28,PIT,CHC,PIT,CHC,PIT @ CHC
287683,2011-05-28,SD,WSH,SD,WSH,SD @ WSH
287684,2011-05-28,SF,MIL,SF,MIL,SF @ MIL
287685,2011-05-28,STL,COL,STL,COL,STL @ COL
287687,2011-05-29,AZ,HOU,ARI,HOU,ARI @ HOU
287688,2011-05-29,BAL,OAK,BAL,OAK,BAL @ OAK
287689,2011-05-29,BOS,DET,BOS,DET,BOS @ DET
287690,2011-05-29,CWS,TOR,CHW,TOR,CHW @ TOR
287691,2011-05-29,CIN,ATL,CIN,ATL,CIN @ ATL
287692,2011-05-29,CLE,TB,CLE,TB,CLE @ TB
287694,2011-05-29,KC,TEX,KC,TEX,KC @ TEX
287686,2011-05-29,LAA,MIN,LAA,MIN,LAA @ MIN
287693,2011-05-29,FLA,LAD,MIA,LAD,MIA @ LAD
287695,2011-05-29,NYY,SEA,NYY,SEA,NYY @ SEA
287696,2011-05-29,PHI,NYM,PHI,NYM,PHI @ NYM
287697,2011-05-29,PIT,CHC,PIT,CHC,PIT @ CHC
287698,2011-05-29,SD,WSH,SD,WSH,SD @ WSH
287699,2011-05-29,SF,MIL,SF,MIL,SF @ MIL
287700,2011-05-29,STL,COL,STL,COL,STL @ COL
287702,2011-05-30,BAL,SEA,BAL,SEA,BAL @ SEA
287703,2011-05-30,CWS,BOS,CHW,BOS,CHW @ BOS
287704,2011-05-30,CLE,TOR,CLE,TOR,CLE @ TOR
287705,2011-05-30,COL,LAD,COL,LAD,COL @ LAD
287707,2011-05-30,HOU,CHC,HOU,CHC,HOU @ CHC
287701,2011-05-30,LAA,KC,LAA,KC,LAA @ KC
287706,2011-05-30,FLA,AZ,MIA,ARI,MIA @ ARI
287708,2011-05-30,MIL,CIN,MIL,CIN,MIL @ CIN
287709,2011-05-30,MIN,DET,MIN,DET,MIN @ DET
287710,2011-05-30,NYY,OAK,NYY,OAK,NYY @ OAK
287711,2011-05-30,PHI,WSH,PHI,WSH,PHI @ WSH
287712,2011-05-30,PIT,NYM,PIT,NYM,PIT @ NYM
287713,2011-05-30,SD,ATL,SD,ATL,SD @ ATL
287714,2011-05-30,SF,STL,SF,STL,SF @ STL
287715,2011-05-30,TEX,TB,TEX,TB,TEX @ TB
287717,2011-05-31,BAL,SEA,BAL,SEA,BAL @ SEA
287718,2011-05-31,CWS,BOS,CHW,BOS,CHW @ BOS
287719,2011-05-31,CLE,TOR,CLE,TOR,CLE @ TOR
287720,2011-05-31,COL,LAD,COL,LAD,COL @ LAD
287722,2011-05-31,HOU,CHC,HOU,CHC,HOU @ CHC
287716,2011-05-31,LAA,KC,LAA,KC,LAA @ KC
287721,2011-05-31,FLA,AZ,MIA,ARI,MIA @ ARI
287723,2011-05-31,MIL,CIN,MIL,CIN,MIL @ CIN
287724,2011-05-31,MIN,DET,MIN,DET,MIN @ DET
287725,2011-05-31,NYY,OAK,NYY,OAK,NYY @ OAK
287726,2011-05-31,PHI,WSH,PHI,WSH,PHI @ WSH
287727,2011-05-31,PIT,NYM,PIT,NYM,PIT @ NYM
287728,2011-05-31,SD,ATL,SD,ATL,SD @ ATL
287729,2011-05-31,SF,STL,SF,STL,SF @ STL
287730,2011-05-31,TEX,TB,TEX,TB,TEX @ TB
287732,2011-06-01,BAL,SEA,BAL,SEA,BAL @ SEA
287733,2011-06-01,CWS,BOS,CHW,BOS,CHW @ BOS
287734,2011-06-01,CLE,TOR,CLE,TOR,CLE @ TOR
287735,2011-06-01,COL,LAD,COL,LAD,COL @ LAD
287737,2011-06-01,HOU,CHC,HOU,CHC,HOU @ CHC
287731,2011-06-01,LAA,KC,LAA,KC,LAA @ KC
287736,2011-06-01,FLA,AZ,MIA,ARI,MIA @ ARI
287738,2011-06-01,MIL,CIN,MIL,CIN,MIL @ CIN
287739,2011-06-01,MIN,DET,MIN,DET,MIN @ DET
287740,2011-06-01,NYY,OAK,NYY,OAK,NYY @ OAK
287741,2011-06-01,PHI,WSH,PHI,WSH,PHI @ WSH
287742,2011-06-01,PIT,NYM,PIT,NYM,PIT @ NYM
287743,2011-06-01,SD,ATL,SD,ATL,SD @ ATL
287744,2011-06-01,SF,STL,SF,STL,SF @ STL
287745,2011-06-01,TEX,TB,TEX,TB,TEX @ TB
287746,2011-06-02,HOU,SD,HOU,SD,HOU @ SD
287747,2011-06-02,MIN,KC,MIN,KC,MIN @ KC
287748,2011-06-02,PIT,NYM,PIT,NYM,PIT @ NYM
287749,2011-06-02,SF,STL,SF,STL,SF @ STL
287750,2011-06-02,TB,SEA,TB,SEA,TB @ SEA
287751,2011-06-02,TEX,CLE,TEX,CLE,TEX @ CLE
287752,2011-06-02,WSH,AZ,WSH,ARI,WSH @ ARI
287753,2011-06-03,ATL,NYM,ATL,NYM,ATL @ NYM
